,id,purpose_normalized,ClassPurpose
30888,119400,quitar divida com cartao de credito,debt
30889,119399,gastos diversos,debt
30890,119398,pagar dividas,debt
30892,119396,comprar omeu apartamento que mor,investment
30893,119395,quitar dividas,debt
30894,119390,fazer um ivestimento,investment
30895,119389,pequenas obras em outra residência,investment
30896,119387,para quitar meus problemas,debt
30897,119386,para regularizar minhas dividas,investment
30900,119379,sanar dívidas cartão,debt
30901,119378,para poder pagar cartões de crédito zerando dívidas e pagando outras pendências,debt
30902,119377,compra imovel,investment
30903,119376,para comprar uma moto,investment
30904,119373,pagar estudos,debt
30905,119371,limpar o nome,debt
30906,119369,para quitar dividas de cartão e regularização da conta,debt
30908,119367,para quitar pendências e investir uma parte no meu escritório,investment
30909,119366,quita divida,debt
30910,119365,capital de girio,debt
30911,119364,para quitar dívida e limapr meu nome,debt
30912,119362,pagar dividas,debt
30914,119359,reforma no imovel,debt
30918,119352,uso pessoal,debt
30919,119347,problemas com construçao de imovel ampliaçao,investment
30922,119342,pagar dívidas,debt
30923,119341,despesas extras,debt
30925,119338,pagar dívidas pessoais,debt
30926,119337,nada a declarar,debt
30927,119336,diversos,investment
30928,119335,pagar dividas,debt
30929,119334,investimento,investment
30931,119332,pagar dividas,debt
30933,119330,quitatar dividas muito atrasadas,debt
30934,119329,comprar moto,investment
30936,119326,pagar cartão de credito,debt
30937,119321,pessoal,debt
30938,119318,construção,investment
30939,119316,gastos diversos,debt
30940,119315,obras na minha empresa e a taxa e boa,debt
30944,119309,pagar dividas,debt
30945,119307,quitar cartão de crédito e cheque especial fazer apenas uma dívida,debt
30946,119306,para quitar divida de impostos do carro,debt
30947,119305,cobrir outras despesas mais caras,debt
30948,119303,30000,debt
30949,119300,investimento empresarial,investment
30950,119298,quitar dívidas,debt
30952,119295,pagar dividas,debt
30953,119294,para ter um capital de giro para meu estabelecimento,investment
30954,119291,refinanciar dívidas,debt
30955,119290,quitar dividas,debt
30956,119289,pagar contas,debt
30957,119288,para abrir meu negocio,investment
30959,119285,para pagar faturas de cartão,debt
30960,119280,cobrir limite cheque especial,debt
30961,119279,preciso pagar as dividas,debt
30962,119277,quitar dividas,debt
30963,119276,investir na casa,investment
30964,119273,reforma,debt
30965,119272,quitar dividas,debt
30966,119269,pagar contas,debt
30968,119267,para fazer um investimento,investment
30969,119266,138300,debt
30973,119260,continuo trabalhando tenho renda para quitar o emprestimo tranquilamente porém preciso para resolver problemas de formatura graduação e ajuda a minha sogra,debt
30975,119256,pagar contas atrasadas,debt
30976,119255,quitacao de dividas,debt
30977,119254,regularização de dívidas,debt
30978,119253,quitar todas as dividas,debt
30979,119250,quitar dividas,debt
30981,119248,cheque especial,debt
30982,119247,fazer um investimento,investment
30984,119245,pagar gastos de obra e regularizar minhas contas para iniciar estudo no senac sou cabeleireira e quero fazer estética,debt
30985,119244,quitar dividas,debt
30986,119243,tratamento médico,debt
30987,119242,viagem de urgência,investment
30988,119240,quitar cartão de crédito e outros,debt
30989,119239,envesti no negocio,investment
30990,119238,capital de giro,investment
30992,119235,problemas pessoais,debt
30994,119233,fazer uma unica divida ou seja pegar o dinheiro e pagar todas as parcelas que venho pagando para ficar uma unica parcela so somente a do emprestimo,debt
30995,119230,imovel,investment
30996,119229,caixa,debt
30999,119224,investimento,investment
31000,119221,reforma minha casa,investment
31001,119220,pagar prestações do ap em atraso,debt
31004,119217,quitar empréstimo atual no valor acima com outro banco e receber algum valor extra,investment
31005,119216,construir em fazenda e quitar dividas no banco,debt
31008,119213,investimento em minha empresa,investment
31010,119211,para quitar carro e fazer reparos,investment
31011,119208,pagar ipva,debt
31013,119206,para quitar algumas dívidas que tenho,debt
31015,119201,renegociar dívidas,debt
31016,119200,saldar dividas diversas,debt
31017,119199,custeio,debt
31018,119197,diversos,investment
31020,119195,despesas pessoais,debt
31023,119189,refinanciamento,investment
31026,119185,para regularizar contas investimento,investment
31027,119184,investimento,investment
31030,119181,para liquidar o financiamento do veículo e dívidas em outros bancos,debt
31031,119180,paga conta,debt
31034,119175,pagar contas de início de ano e liquidar dívida de cartão de crédito,debt
31035,119173,pagar dividas,debt
31036,119172,quitar dividas,debt
31037,119169,cobrir saldo devedor cheque espevial,investment
31038,119168,para financiar um veiculo,investment
31039,119167,ajudar minha mãe a trocar de carro,debt
31040,119165,6000,debt
31041,119164,quitar dividas de curto prazo,debt
31042,119162,pagar dispesas,debt
31043,119161,regularização de dividas,debt
31044,119159,readequação de dividas devido a juros exorbitantes,debt
31045,119158,nada a declarar,debt
31046,119157,pagar gontas,debt
31047,119156,pagar parcelo da compra de sitio e um novo imovel,investment
31048,119155,trocar de carro e continuar trabalhando na uber,investment
31050,119151,para organizar as finanças,investment
31051,119150,dividas,debt
31052,119149,pagar contas e cheque especial,debt
31054,119146,quitar dívidas,debt
31055,119145,gastos com viagem,debt
31056,119144,aquisição de um terreno,investment
31057,119140,quitar empréstimos,investment
31058,119139,dívida,debt
31059,119138,contas diversas,investment
31060,119137,quitar cheque especial e cartão de crédito,debt
31062,119135,investimento em negocios de transporte,investment
31063,119134,pagamento de dívida,debt
31064,119133,investir e pagar fornecedores,investment
31065,119132,terminando uma obra,debt
31067,119129,pagar divida,debt
31068,119128,saldar outras dividas,debt
31070,119126,pagar débitos imprevistos neste mes,debt
31072,119122,sanar dívidas pendentes que ainda não consegui ex marido deixou,debt
31074,119115,gastos pessoal,debt
31075,119113,transferência de dívidas com juros mais altos,debt
31076,119112,para pagar o parcelas do carro e algumas outras dívidas q tenho no meu nome,debt
31077,119110,abrir uma micro empresa,investment
31078,119108,para comprar um carro,investment
31079,119107,gastos variados,debt
31080,119106,para comprar uma geladeira,investment
31082,119101,compra do carro,debt
31085,119098,para quitar o carro e o limite de minha conta bancaria,debt
31086,119096,quitar apartamento,investment
31087,119095,limpar meu nome,debt
31088,119091,quitação de dívidas com juros mais altos,debt
31089,119089,quitar divida para tirar restrição do meu nome,debt
31092,119083,investimento em uma pizzaria,investment
31098,119073,comprar veículo,investment
31099,119071,financiar carro para trabalhar na uber,investment
31101,119064,saldar algumas dividas,debt
31102,119063,investimento,investment
31103,119062,pagar ipva e cartão de credito,debt
31107,119058,pagar especial,debt
31108,119056,quitar dividas passadas colocar tudo zerado,debt
31109,119055,para quitar divida de um imovel,investment
31110,119054,quitar algumas dividas,debt
31111,119053,pagar cheque especial,debt
31112,119051,busco taxas menores do o valor de acordo com uma divida no banco,debt
31113,119050,reforma de escritório comercial,investment
31114,119049,pagar dividas,debt
31115,119048,quitar dividas,debt
31116,119047,reformas na minha residencia,investment
31117,119046,horas de voo par meu filho completar o curso de aviação civil,debt
31118,119045,limpar meo nome esta no valor de 3500,debt
31119,119044,diversos gastos,investment
31122,119038,liquidar dívidas de curto prazo,debt
31123,119037,para investir em negócios,investment
31126,119032,para pagar conta,debt
31127,119030,efetuar pagamento de contas cotidianas,debt
31128,119029,para pagar documento de uma casa adiquirida,debt
31131,119022,melhorias na casa,investment
31132,119018,capital de giro na empresa,investment
31133,119017,gastos variados,debt
31135,119014,quitar contas com cartão de crédito gasto superior ao orçamento no mês de dezembro equilíbrio financeiro,debt
31136,119012,para finalizar o meu buffet,debt
31137,119011,quitar pendências no meu cpf,debt
31138,119009,quitar o financiamento antigo viajar e investir em um novo negocio,investment
31139,119007,pagar contas,debt
31140,119006,pagar curso de piloto,debt
31143,119001,nada a declarar,debt
31145,118997,quitar empréstimos,investment
31147,118989,nada a declarar,debt
31148,118988,quitar dividas,debt
31149,118985,quitar dividas,debt
31150,118983,quitar dívidas,debt
31152,118981,capital de giro,investment
31153,118980,quitar cartão de créditos,debt
31154,118979,viagem de curso,debt
31155,118978,diversos,investment
31156,118977,construir casa,investment
31157,118975,regularizações financeiras,investment
31159,118973,gastos com cartão de crédito,debt
31160,118971,comprar um imovel,investment
31161,118970,pra quinta dívida,debt
31163,118968,pagar dívidas,debt
31164,118966,quitar cartão de credito,debt
31166,118964,para pagar dividas,debt
31167,118962,despesas adicionais,investment
31168,118960,cobrir cheque especial,investment
31169,118959,pagar dividas,debt
31172,118955,quitar dividas,debt
31173,118954,contas final de ano,debt
31175,118950,nada a declarar,debt
31176,118946,pagar minhas dividas e limpar meu nome,debt
31178,118943,acerto de lis terminar obra em casa e contas extras,debt
31179,118942,capital de giro,investment
31181,118939,renegociar dividas,debt
31182,118937,pagaroutrasdividas,debt
31183,118935,pagar contas,debt
31185,118933,quitar algumas pendencias e começar a pagar a restrição quitando algumas pendencias consigo assumir o emprestimo e tambe começar a pagar a restrição coloquei um dos imóveis a venda se vender rápido quito o emprestimo e a restrição,investment
31186,118932,para quitar todas as dívidas que possuo e ficar somente com essa do empréstimo minhas contas mensais somam 70000 e sendo assim eu posso arcar com o valor de até 60000 de parcela,investment
31187,118931,aquisição terreno,investment
31188,118929,quitar divida,debt
31191,118925,casamento,debt
31192,118923,quita o veiculo,debt
31193,118922,acabamento de residência,investment
31194,118921,pagar contas diversas,debt
31195,118919,investimento,investment
31196,118918,preciso do empréstimo para poder quitar o veiculo e pagar menos juros,investment
31197,118917,pagar cartões de crédito,debt
31198,118916,pagamento de cartão de crédito,debt
31199,118915,para pagar dívidas,debt
31203,118907,reorganização financeira,investment
31204,118906,para pagar umas dividas para limpar meu nome novamente pois entrou em restrição e não posso ter restrição,debt
31205,118905,quitar outras dívidas de capital de giro que possuo,investment
31206,118904,cheque especial,debt
31207,118903,investimento,investment
31208,118902,pagar fatura de cartão de credito,debt
31209,118901,zerar algumas dividas unificando em um unico emprestimo,investment
31211,118898,refinanciar dividas,investment
31213,118876,despesas variadas,debt
31214,118874,pagar contas,debt
31215,118872,regularização de contas,investment
31216,118871,investimento,investment
31217,118869,pagar dividas,debt
31218,118866,fazer um envestimento,investment
31219,118331,assuntos pessoais,debt
31220,118329,refinanciamento de divida,investment
31221,118328,quitar dividas,debt
31222,118327,saldar dividas cartao credito,debt
